Tipo, 5, 10, 20, 40, 80, 160, 320, 640, 1280, 1920, 2560, 3200, 3840, 4480, 5120, 5760, 6400, 7040, 7680, 8320, 8960, 9600, 10240, 10880, 11520, 12160, 12800, 13440, 14080, 14720, 15360, 16000, 16640, 17280, 17920, 18560, 19200, 19840, 20480
, 10280, 10293, 10301, 10245, 10192, 10316, 10238, 10340, 10230, 10345, 10298, 10284, 10346, 10209, 10304, 10231, 10327, 10372, 10116, 10206, 10268, 10442, 10511, 10279, 10241, 10233, 10312, 10333, 10302, 10159, 10227, 10189, 10186, 10413, 10151, 10190, 10441, 10389, 10214
